,state,keyword,corr_case,corr_death
1233,Tennessee,cvs covid testing,0.45299748843185483,0.5416303081730267
1234,Utah,cvs covid testing,0.4966357662620793,0.43729836196349314
1235,Vermont,cvs covid testing,0.19425527861210967,0.2982838411725706
1236,Virginia,cvs covid testing,0.38612892149819633,0.09281320495245807
1237,Washington,cvs covid testing,0.30141918693512515,0.23579874023933448
1238,Wisconsin,cvs covid testing,0.48387093495974787,0.4944778056344679
1239,Wyoming,cvs covid testing,0.07041762738443112,0.07601920358343883
1240,Minnesota,cvs covid testing,0.38012853563849636,0.4636014159521015
1241,Texas,cvs covid testing,0.3649418919357032,0.086556152508246
1242,West Virginia,cvs covid testing,0.4872641885718991,0.35234093806411226
1243,Rhode Island,cvs covid testing,0.23229626430487382,0.05119312967572648
1244,Oregon,cvs covid testing,0.3375342128283042,0.2878954348361452
1245,New York,cvs covid testing,0.5936166993128767,-0.08894555634465241
1246,Nevada,cvs covid testing,0.18062404696680823,0.1431649366546155
1247,Illinois,cvs covid testing,0.45249886029273567,0.1442770954633467
1248,Florida,cvs covid testing,0.38861241358348136,0.04058460643300743
1249,Kentucky,cvs covid testing,0.42680825963109253,0.28885248834525407
1250,Alabama,free covid testing,0.5415885271281193,0.09431125709117011
1251,Alaska,free covid testing,0.22488050651099972,0.11799133157894107
1252,Arizona,free covid testing,0.5193261212363361,0.36103551770480735
1253,Arkansas,free covid testing,0.6045527756597586,0.4019118578638096
1254,California,free covid testing,0.4371401715519381,0.06019169177898841
1255,Colorado,free covid testing,0.42981592494132026,0.34344164468323446
1256,Connecticut,free covid testing,0.290068580087512,-0.09534952279813513
1257,Delaware,free covid testing,0.3446299912977572,0.07845560613771159
1258,Georgia,free covid testing,0.36875907174469064,-0.0030095489160616926
1259,Hawaii,free covid testing,0.40111111780379727,0.38124324560982437
1260,Idaho,free covid testing,0.5263072068439237,0.3443712589616525
1261,Indiana,free covid testing,0.4984031463581365,0.3866516301327439
1262,Iowa,free covid testing,0.6764140594672295,0.3041155605171574
1263,Kansas,free covid testing,0.5693143324344494,0.4352058312851892
1264,Louisiana,free covid testing,0.4773041885321323,-0.015327100527933244
1265,Maine,free covid testing,0.23955300484045047,0.1918770191401822
1266,Montana,free covid testing,0.18660139986092253,0.35774037426162175
1267,Nebraska,free covid testing,0.39072207283197025,0.4105546196902164
1268,New Hampshire,free covid testing,0.31142981816797,0.17266061851356804
1269,New Jersey,free covid testing,0.45056596894343814,-0.15850780857511845
1270,New Mexico,free covid testing,0.3792718032159179,0.40569774130548764
1271,Maryland,free covid testing,0.2865424896388071,-0.03603603313161923
1272,Massachusetts,free covid testing,0.4979779848101842,0.008644920838391246
1273,Michigan,free covid testing,0.31217033442449615,0.030791110596881405
1274,North Carolina,free covid testing,0.5203134279268377,0.2096266540840663
1275,North Dakota,free covid testing,0.416080195751096,0.527718025181537
1276,Ohio,free covid testing,0.5534135940736942,0.5635441812989667
1277,Oklahoma,free covid testing,0.19960821164516557,0.05964053928813587
1278,Mississippi,free covid testing,0.5213338339329232,0.23329702224572962
1279,Missouri,free covid testing,0.6891558315386895,0.3064801028008286
1280,Pennsylvania,free covid testing,0.41902195426817307,0.2868041569613097
1281,South Carolina,free covid testing,0.4157709462177937,0.1976288206134014
1282,South Dakota,free covid testing,0.649278734236919,0.4863233073825584
1283,Tennessee,free covid testing,0.4172914865792702,0.451121832314215
1284,Utah,free covid testing,0.5951984221476173,0.5186597233005336
1285,Vermont,free covid testing,0.4086833889359077,0.3986969821966077
1286,Virginia,free covid testing,0.3536122377495623,0.021142406403271505
1287,Washington,free covid testing,0.4254148952499516,0.18280574708252414
1288,Wisconsin,free covid testing,0.4586267134469584,0.43673823855642413
1289,Wyoming,free covid testing,0.5868524052642248,0.3977609775722251
1290,Minnesota,free covid testing,0.3977056661056352,0.48239843305123464
1291,Texas,free covid testing,0.3649477932788703,0.09351876411350862
1292,West Virginia,free covid testing,0.26463783561614945,0.23512479431647013
1293,Rhode Island,free covid testing,0.31772309332541787,0.11475916192896052
1294,Oregon,free covid testing,0.5283918412451692,0.33584166735699594
1295,New York,free covid testing,0.192834134065121,-0.24432514913075873
1296,Nevada,free covid testing,0.26352801463757974,0.09584847398651913
1297,Illinois,free covid testing,0.4077152818009796,0.09040807053672757
1298,Florida,free covid testing,0.394150280531487,0.02899097049854534
1299,Kentucky,free covid testing,0.4696849547270246,0.13094300539914697
1300,Alabama,cvs covid vaccine,-0.07948386207430042,0.1522862554604524
1301,Alaska,cvs covid vaccine,0.07865538813783794,0.03381979821917242
1302,Arizona,cvs covid vaccine,-0.04010085995518619,0.19785832957149996
1303,Arkansas,cvs covid vaccine,0.035071178486714684,0.22154370957153807
1304,California,cvs covid vaccine,-0.07582644442635553,0.4240966419690745
1305,Colorado,cvs covid vaccine,-0.02911181903266807,-0.11964593186474531
1306,Connecticut,cvs covid vaccine,0.009786110810772465,-0.07577090797720089
1307,Delaware,cvs covid vaccine,0.020643701771003393,0.11968004357908658
1308,Georgia,cvs covid vaccine,0.08099558049342032,0.34124901355515463
1309,Hawaii,cvs covid vaccine,-0.034421602612677786,-0.005056698923645898
1310,Idaho,cvs covid vaccine,0.02637018996499753,0.059695073418144444
1311,Indiana,cvs covid vaccine,0.03790075895179168,-0.06885020324403618
1312,Iowa,cvs covid vaccine,-0.12209706590888991,0.16152476719763054
1313,Kansas,cvs covid vaccine,-0.0498528571346311,0.15777755939976598
1314,Louisiana,cvs covid vaccine,0.018496285985403208,-0.027187210262370653
1315,Maine,cvs covid vaccine,0.16338072612091592,0.16301571027626935
1316,Montana,cvs covid vaccine,-0.12761895083404748,0.08655529530511367
1317,Nebraska,cvs covid vaccine,-0.13879393622467734,-0.07374046735410328
1318,New Hampshire,cvs covid vaccine,0.023193941473523622,-0.003073933995202851
1319,New Jersey,cvs covid vaccine,0.07899099847969927,-0.10710004592691973
1320,New Mexico,cvs covid vaccine,-0.07823472939809971,0.1786508970567577
1321,Maryland,cvs covid vaccine,-0.0071807396500872716,0.060068399434922745
1322,Massachusetts,cvs covid vaccine,0.02166997496320034,-0.06263989353024142
1323,Michigan,cvs covid vaccine,0.11807899595449921,0.002959545100127962
1324,North Carolina,cvs covid vaccine,-0.008122006600345028,0.16877983365420388
1325,North Dakota,cvs covid vaccine,-0.18871945409456414,-0.2097324057646254
1326,Ohio,cvs covid vaccine,0.02756765690000463,0.04532726906392145
1327,Oklahoma,cvs covid vaccine,-0.07856105838222191,0.17778731931180156
1328,Mississippi,cvs covid vaccine,0.052431427839474784,-0.017607299576679152
1329,Missouri,cvs covid vaccine,-0.14711108718452898,0.006084646987816302
1330,Pennsylvania,cvs covid vaccine,0.01652187391596954,0.09571151714284104
1331,South Carolina,cvs covid vaccine,0.022512426895640307,0.19191173796661687
1332,South Dakota,cvs covid vaccine,-0.041198057926196324,-0.0342525673182274
1333,Tennessee,cvs covid vaccine,0.0100305765957617,0.1450074536455932
1334,Utah,cvs covid vaccine,-0.06791378918220933,0.16221726087897273
1335,Vermont,cvs covid vaccine,0.00830554881276174,0.012902114781879657
1336,Virginia,cvs covid vaccine,0.025146369175182412,0.48836314462841457
1337,Washington,cvs covid vaccine,0.0162491066261442,0.15127612798281942
1338,Wisconsin,cvs covid vaccine,-0.104730654638281,0.029102112322493226
1339,Wyoming,cvs covid vaccine,-0.07868467638951178,-0.07993340192151875
1340,Minnesota,cvs covid vaccine,-0.09659460697561627,-0.04512451881454798
1341,Texas,cvs covid vaccine,-0.015057161544169449,0.26639148864564877
1342,West Virginia,cvs covid vaccine,0.10483331337087676,0.33881569640262865
1343,Rhode Island,cvs covid vaccine,-0.040483088822959534,-0.05033206690274029
1344,Oregon,cvs covid vaccine,0.0586210147405159,0.1551442114509665
1345,New York,cvs covid vaccine,0.01397766512084809,-0.10436479996789294
1346,Nevada,cvs covid vaccine,-0.09690640436277781,0.14311957528732777
1347,Illinois,cvs covid vaccine,-0.05073839244671059,-0.026910541171323663
1348,Florida,cvs covid vaccine,-0.02753372284039232,0.04882623601973639
1349,Kentucky,cvs covid vaccine,0.018653134332733023,0.3356882309216376
1350,Alabama,walgreens covid testing,0.49126455820152704,0.012873076591139218
1351,Alaska,walgreens covid testing,0.2701741121705308,0.316539334060616
1352,Arizona,walgreens covid testing,0.44028194023790124,0.2506349869238137
1353,Arkansas,walgreens covid testing,0.520731735445887,0.36340241608861484
1354,California,walgreens covid testing,0.31058574264760597,-0.017725830118550875
1355,Colorado,walgreens covid testing,0.34707335166015824,0.23985885611860314
1356,Connecticut,walgreens covid testing,0.2843549800825636,-0.1031834960902929
1357,Delaware,walgreens covid testing,0.2959870490666787,0.02617936596418787
1358,Georgia,walgreens covid testing,0.3425388734871519,-0.026224285653312248
1359,Hawaii,walgreens covid testing,0.25955318005020833,0.14788272734271374
1360,Idaho,walgreens covid testing,0.42544726000744076,0.3851116314221976
1361,Indiana,walgreens covid testing,0.4929771277799445,0.32533495507027044
1362,Iowa,walgreens covid testing,0.4951459729937025,0.21056734019577072
1363,Kansas,walgreens covid testing,0.48839478811629145,0.17324323181458007
1364,Louisiana,walgreens covid testing,0.4467285210878764,-0.04549336709751764
1365,Maine,walgreens covid testing,0.6131847724731883,0.5607930825549859
1366,Montana,walgreens covid testing,0.10325070144467842,0.3101074907475591
1367,Nebraska,walgreens covid testing,0.3098356882346813,0.2490657002911485
1368,New Hampshire,walgreens covid testing,0.5246251562017439,0.28272307053813583
1369,New Jersey,walgreens covid testing,0.5085966463239676,-0.13653857506875475
1370,New Mexico,walgreens covid testing,0.3895895277245351,0.3206261249171863
1371,Maryland,walgreens covid testing,0.28608958927154843,-0.03679036276902991
1372,Massachusetts,walgreens covid testing,0.5487566028478503,-0.060594819844227564
1373,Michigan,walgreens covid testing,0.42064388531572366,0.17100897251716907
1374,North Carolina,walgreens covid testing,0.5032155963121547,0.12525029342530183
1375,North Dakota,walgreens covid testing,0.38291976469121813,0.33190769237570444
1376,Ohio,walgreens covid testing,0.5158689455445133,0.5295392067667517
1377,Oklahoma,walgreens covid testing,0.1314063559109336,0.11835402091656166
1378,Mississippi,walgreens covid testing,0.5652119254509202,0.10173409962771919
1379,Missouri,walgreens covid testing,0.4635414701257184,0.21947731759387992
1380,Pennsylvania,walgreens covid testing,0.37476316768010737,0.24539838037509568
1381,South Carolina,walgreens covid testing,0.4628777526442208,0.13814657790592766
1382,South Dakota,walgreens covid testing,0.516966855229013,0.23073474079809606
1383,Tennessee,walgreens covid testing,0.3907136209521065,0.504124284161272
1384,Utah,walgreens covid testing,0.3925706216172198,0.5086494638494906
1385,Vermont,walgreens covid testing,0.261435598045057,0.4065262206609529
1386,Virginia,walgreens covid testing,0.3576753671460042,0.07622309069679965
1387,Washington,walgreens covid testing,0.3315502123410895,0.2647284390638307
1388,Wisconsin,walgreens covid testing,0.45666377960900106,0.371029865425896
1389,Wyoming,walgreens covid testing,0.5326698099018409,0.28258457798748343
1390,Minnesota,walgreens covid testing,0.33437607311582773,0.3757762908013134
1391,Texas,walgreens covid testing,0.30193410802220205,0.007065142460684547
1392,West Virginia,walgreens covid testing,0.43252817302701546,0.38752244016045745
1393,Rhode Island,walgreens covid testing,0.2899855295080258,-0.02850013506193559
1394,Oregon,walgreens covid testing,0.50603816615101,0.5029996437196834
1395,New York,walgreens covid testing,0.531754050771862,-0.1279347620384078
1396,Nevada,walgreens covid testing,0.2066030180307819,0.1567952562394842
1397,Illinois,walgreens covid testing,0.3858543446465451,0.014333455594670627
1398,Florida,walgreens covid testing,0.37122749153248435,0.049995490712834635
1399,Kentucky,walgreens covid testing,0.5251094577063665,0.2854649565928959
1400,Alabama,rapid testing near me,0.45035485877237774,0.13130954499655564
1401,Alaska,rapid testing near me,0.2866140304786251,0.24137874454202696
1402,Arizona,rapid testing near me,0.45330299097823756,0.2827763008993813
1403,Arkansas,rapid testing near me,0.45407498687746856,0.4597424183482467
1404,California,rapid testing near me,0.33846137414254757,-0.023536854423001265
1405,Colorado,rapid testing near me,0.3880828951674876,0.30208824620000896
1406,Connecticut,rapid testing near me,0.18321368494756898,-0.14035751268890234
1407,Delaware,rapid testing near me,0.32340985545151296,0.08203964136644513
1408,Georgia,rapid testing near me,0.354357535213948,0.042014930861419386
1409,Hawaii,rapid testing near me,0.4059273994064587,0.3213331496430882
1410,Idaho,rapid testing near me,0.4993986848865804,0.4495458300805129
1411,Indiana,rapid testing near me,0.47623712520975786,0.3976940757276555
1412,Iowa,rapid testing near me,0.5669504889643157,0.32488426873364823
1413,Kansas,rapid testing near me,0.4570975932314282,0.35851868320901675
1414,Louisiana,rapid testing near me,0.4239630315291423,-0.05022309322340254
1415,Maine,rapid testing near me,0.39004084255359434,0.33074927482516076
1416,Montana,rapid testing near me,0.20772036881745826,0.47549075879512603
1417,Nebraska,rapid testing near me,0.3447426865898673,0.4074386679499359
1418,New Hampshire,rapid testing near me,0.4039487178830304,0.16629778529152953
1419,New Jersey,rapid testing near me,0.32764247905207167,-0.20848488208373459
1420,New Mexico,rapid testing near me,0.33249712798985753,0.4032439434760303
1421,Maryland,rapid testing near me,0.20508851672260967,-0.057505188382589084
1422,Massachusetts,rapid testing near me,0.4569700404998254,-0.07861180223959408
1423,Michigan,rapid testing near me,0.4499510856106283,0.24728965951778772
1424,North Carolina,rapid testing near me,0.348845861548804,0.24332023596438515
1425,North Dakota,rapid testing near me,0.3450926998827734,0.4073608054107558
1426,Ohio,rapid testing near me,0.44863773323938,0.5290567540002579
1427,Oklahoma,rapid testing near me,0.16578485786861583,0.10607820856725711
1428,Mississippi,rapid testing near me,0.5473408000998724,0.20400183689755944
1429,Missouri,rapid testing near me,0.5169520480027158,0.27015913959064775
1430,Pennsylvania,rapid testing near me,0.3521300445643351,0.20196902988014
1431,South Carolina,rapid testing near me,0.4439144796468407,0.20644168681746142
1432,South Dakota,rapid testing near me,0.2751418237496541,0.2921034842895484
1433,Tennessee,rapid testing near me,0.3853644085838662,0.4258868965486201
1434,Utah,rapid testing near me,0.42513685212789565,0.6132302337460549
1435,Vermont,rapid testing near me,0.34833918943693715,0.4264368265163741
1436,Virginia,rapid testing near me,0.2694025297330494,0.026872135533978558
1437,Washington,rapid testing near me,0.33689973331214096,0.2900364780548595
1438,Wisconsin,rapid testing near me,0.41920124939013004,0.4568665650641911
1439,Wyoming,rapid testing near me,0.4805202741171945,0.3749693575698929
1440,Minnesota,rapid testing near me,0.3498137835861124,0.40999605232815867
1441,Texas,rapid testing near me,0.3545035844541208,0.1597241926869062
1442,West Virginia,rapid testing near me,0.4738411176114515,0.4228309509459599
1443,Rhode Island,rapid testing near me,0.16121927864508465,0.0516569623263521
1444,Oregon,rapid testing near me,0.4668539574507909,0.5879430372766374
1445,New York,rapid testing near me,0.2704632501576452,-0.1852714806109865
1446,Nevada,rapid testing near me,0.13211698699565666,0.10876760715082802
1447,Illinois,rapid testing near me,0.3549035609885794,0.021863619109326566
1448,Florida,rapid testing near me,0.29310615697186626,0.11641963545270108
1449,Kentucky,rapid testing near me,0.4233842002194938,0.2271361878842404
1450,Alabama,rapid covid testing near me,0.44883290250797486,0.14000508936564227
1451,Alaska,rapid covid testing near me,0.30313335586869383,0.26152083022212247
1452,Arizona,rapid covid testing near me,0.43929091339872683,0.26795805765886116
1453,Arkansas,rapid covid testing near me,0.4460209076372982,0.45457043667365404
1454,California,rapid covid testing near me,0.33656206372974334,-0.02160096723241191
1455,Colorado,rapid covid testing near me,0.3896812631500483,0.3042088865226264
1456,Connecticut,rapid covid testing near me,0.1747056573347389,-0.14594414477696185
1457,Delaware,rapid covid testing near me,0.3306578396580435,0.0844071804797544
1458,Georgia,rapid covid testing near me,0.34593046483521356,0.039018205859505085
1459,Hawaii,rapid covid testing near me,0.3906297436960557,0.33553656060440856
1460,Idaho,rapid covid testing near me,0.50412676227468,0.45048545439811616
1461,Indiana,rapid covid testing near me,0.4703482421766417,0.3872127027575915
1462,Iowa,rapid covid testing near me,0.5631035975580271,0.32092787988841714
1463,Kansas,rapid covid testing near me,0.4483973735248334,0.3404798201143061
1464,Louisiana,rapid covid testing near me,0.4100041591926933,-0.05287091975240414
1465,Maine,rapid covid testing near me,0.41393898808715607,0.3426650032706579
1466,Montana,rapid covid testing near me,0.2041305957494788,0.47074549617656697
1467,Nebraska,rapid covid testing near me,0.34084977028369856,0.4097332060550448
1468,New Hampshire,rapid covid testing near me,0.39489364649020203,0.15384475152786106
1469,New Jersey,rapid covid testing near me,0.32030430653678643,-0.21150297419955905
1470,New Mexico,rapid covid testing near me,0.3346774566638697,0.39577899330969807
1471,Maryland,rapid covid testing near me,0.20246758430525694,-0.061532454449768494
1472,Massachusetts,rapid covid testing near me,0.4574998949304554,-0.07700829755118684
1473,Michigan,rapid covid testing near me,0.43092589880693655,0.24978918750956397
1474,North Carolina,rapid covid testing near me,0.34738023732946094,0.23557997236472583
1475,North Dakota,rapid covid testing near me,0.34937880389542947,0.41391837976288953
1476,Ohio,rapid covid testing near me,0.44818465231557364,0.5221250021700309
1477,Oklahoma,rapid covid testing near me,0.17141903275283252,0.1066694738510358
1478,Mississippi,rapid covid testing near me,0.5511383646755302,0.21027927324039783
1479,Missouri,rapid covid testing near me,0.5194371555904861,0.27343451259856916
1480,Pennsylvania,rapid covid testing near me,0.3460519259232994,0.20013326704946696
1481,South Carolina,rapid covid testing near me,0.4449311887956653,0.2075555138536543
1482,South Dakota,rapid covid testing near me,0.28174099708355604,0.28987540716229376
1483,Tennessee,rapid covid testing near me,0.3750431309769982,0.41740841852878274
1484,Utah,rapid covid testing near me,0.42659716462805347,0.610552713661041
1485,Vermont,rapid covid testing near me,0.33367067251555965,0.4149977747020074
1486,Virginia,rapid covid testing near me,0.2562248478891861,0.022131377992585657
1487,Washington,rapid covid testing near me,0.3259257400595521,0.28841326670000733
1488,Wisconsin,rapid covid testing near me,0.4044769282298181,0.4546539359588184
1489,Wyoming,rapid covid testing near me,0.4866569865899602,0.37653049520249743
1490,Minnesota,rapid covid testing near me,0.3544105699060935,0.40917127703542616
1491,Texas,rapid covid testing near me,0.3572028318842408,0.16461020830791523
1492,West Virginia,rapid covid testing near me,0.47649481493453133,0.41615945812638644
1493,Rhode Island,rapid covid testing near me,0.1517065069486183,0.06105907782673847
1494,Oregon,rapid covid testing near me,0.45667470339438254,0.575687394164911
1495,New York,rapid covid testing near me,0.28876977664201026,-0.1827848521554451
1496,Nevada,rapid covid testing near me,0.12747483042161678,0.10646977957312964
1497,Illinois,rapid covid testing near me,0.35328705310687986,0.024323279140300677
1498,Florida,rapid covid testing near me,0.28699263692895216,0.11809179486471051
1499,Kentucky,rapid covid testing near me,0.4139181604287251,0.2196649875900637
1500,Alabama,walgreens covid vaccine,-0.023422422929061267,0.2678332490626849
1501,Alaska,walgreens covid vaccine,0.06215077283111018,0.1517541184290195
1502,Arizona,walgreens covid vaccine,-0.03571977390444907,0.2604445242575493
1503,Arkansas,walgreens covid vaccine,0.10337081947273435,0.29696902166714284
1504,California,walgreens covid vaccine,-0.06982430653991265,0.39750643141036607
1505,Colorado,walgreens covid vaccine,-0.021043832770148714,-0.09243111713325751
1506,Connecticut,walgreens covid vaccine,0.008638317546987346,-0.07548369500488886
1507,Delaware,walgreens covid vaccine,0.03583315551911114,0.16805824982501713
1508,Georgia,walgreens covid vaccine,0.026553729673876456,0.2605539967677896
1509,Hawaii,walgreens covid vaccine,0.07517847800745038,0.006062192601059096
1510,Idaho,walgreens covid vaccine,-0.02554732812231753,0.09430685731935809
1511,Indiana,walgreens covid vaccine,-0.0052559872558220885,-0.09284138792568097
1512,Iowa,walgreens covid vaccine,-0.12044982043794687,0.20704614560588014
1513,Kansas,walgreens covid vaccine,-0.07552873271903149,0.1330303972565703
1514,Louisiana,walgreens covid vaccine,0.15495228598659844,0.1491828710656611
1515,Maine,walgreens covid vaccine,0.058967533248854204,0.06270095128553207
1516,Montana,walgreens covid vaccine,-0.1310616394472915,0.05778518098942083
1517,Nebraska,walgreens covid vaccine,-0.11244140556944829,-0.056854103611900214
1518,New Hampshire,walgreens covid vaccine,0.028473655385331142,0.05569411519777903
1519,New Jersey,walgreens covid vaccine,0.0984805267819657,-0.1602460248602643
1520,New Mexico,walgreens covid vaccine,-0.10469435761265651,0.15093652904654178
1521,Maryland,walgreens covid vaccine,-0.012841953661262796,0.07265995033621822
1522,Massachusetts,walgreens covid vaccine,-0.01832030182480567,0.021694047221635895
1523,Michigan,walgreens covid vaccine,0.011570712356346149,-0.09042078386771575
1524,North Carolina,walgreens covid vaccine,0.04441462989856796,0.1831645672224922
1525,North Dakota,walgreens covid vaccine,-0.21793045180982917,-0.17369720947753658
1526,Ohio,walgreens covid vaccine,0.06652485598290858,0.08869453123179269
1527,Oklahoma,walgreens covid vaccine,-0.08651480832939913,0.22900774572312607
1528,Mississippi,walgreens covid vaccine,-0.013248110254743341,0.009987976284413003
1529,Missouri,walgreens covid vaccine,-0.17241735530858515,0.015499961566155428
1530,Pennsylvania,walgreens covid vaccine,0.027097330821512725,0.18574338367119
1531,South Carolina,walgreens covid vaccine,0.046901362261654436,0.23608589962370957
1532,South Dakota,walgreens covid vaccine,-0.09017965947938511,-0.09717355593847224
1533,Tennessee,walgreens covid vaccine,-0.006749792984748372,0.07298681702327968
1534,Utah,walgreens covid vaccine,-0.04833252828862232,0.1842951219801086
1535,Vermont,walgreens covid vaccine,0.011379118277926157,0.0659351843155819
1536,Virginia,walgreens covid vaccine,0.03360998801247265,0.47531978510183576
1537,Washington,walgreens covid vaccine,0.022683322700453746,0.19699559196685426
1538,Wisconsin,walgreens covid vaccine,-0.1318408637982162,-0.04982622456019019
1539,Wyoming,walgreens covid vaccine,0.041484311151594296,0.13612061353446125
1540,Minnesota,walgreens covid vaccine,-0.10954013168369633,-0.04625278804609347
1541,Texas,walgreens covid vaccine,0.06302571655204696,0.3393437703840634
1542,West Virginia,walgreens covid vaccine,0.01599894105550691,0.29666344341855966
1543,Rhode Island,walgreens covid vaccine,-0.03216045689886923,-0.035851382001223515
1544,Oregon,walgreens covid vaccine,0.07412402992936538,0.32626350628223855
1545,New York,walgreens covid vaccine,0.10160665665273584,-0.0687670467279838
1546,Nevada,walgreens covid vaccine,-0.09216858951666632,0.21394289128062036
1547,Illinois,walgreens covid vaccine,-0.08215458373320232,-0.019352966943838087
1548,Florida,walgreens covid vaccine,0.01697807883373255,0.09097149981275787
1549,Kentucky,walgreens covid vaccine,-0.04424198213099747,0.30348871728947774
1550,Alabama,pcr covid test,0.5134111146303356,0.13484714796328673
1551,Alaska,pcr covid test,0.4789423167659182,0.451434656078971
1552,Arizona,pcr covid test,0.5250314692887998,0.28548777243416
1553,Arkansas,pcr covid test,0.6465260893160684,0.5311866720593674
1554,California,pcr covid test,0.4494207887284793,-0.05417748506060205
1555,Colorado,pcr covid test,0.5255654446861396,0.3358101528691916
1556,Connecticut,pcr covid test,0.3756890900289621,-0.16512197224219372
1557,Delaware,pcr covid test,0.3738299264863748,0.09227173419756242
1558,Georgia,pcr covid test,0.4434304057611785,0.0630175150141687
1559,Hawaii,pcr covid test,0.6081434598031238,0.2968138121538059
1560,Idaho,pcr covid test,0.476085119141857,0.42395241517724497
1561,Indiana,pcr covid test,0.6040231419648191,0.3440780524142532
1562,Iowa,pcr covid test,0.5013087036729341,0.16767336254170942
1563,Kansas,pcr covid test,0.5539003140201761,0.17635178008063226
1564,Louisiana,pcr covid test,0.4417509200351458,0.04521819642110638
1565,Maine,pcr covid test,0.7383889532275748,0.6396644258270502
1566,Montana,pcr covid test,0.2053189995730587,0.37225800251429647
1567,Nebraska,pcr covid test,0.3584888923411184,0.22816436674172857
1568,New Hampshire,pcr covid test,0.7156587240123246,0.43398620462233933
1569,New Jersey,pcr covid test,0.5038257609529244,-0.1635074780647612
1570,New Mexico,pcr covid test,0.48023889666101516,0.36299670548341895
1571,Maryland,pcr covid test,0.31525153540097245,-0.0665433973407407
1572,Massachusetts,pcr covid test,0.5896463468241129,-0.11286294341728245
1573,Michigan,pcr covid test,0.5741356746566941,0.32049231711132825
1574,North Carolina,pcr covid test,0.5509078547674361,0.12139882166120851
1575,North Dakota,pcr covid test,0.3640960752264398,0.06808843944764771
1576,Ohio,pcr covid test,0.664396413975687,0.592215299335229
1577,Oklahoma,pcr covid test,0.18412377229651727,0.1891569115799433
1578,Mississippi,pcr covid test,0.6182405961036619,0.09180609623553265
1579,Missouri,pcr covid test,0.5576217973151084,0.3265862985841717
1580,Pennsylvania,pcr covid test,0.5130295983339953,0.24326111778538728
1581,South Carolina,pcr covid test,0.4741744699369193,0.11874579808204049
1582,South Dakota,pcr covid test,0.4971893114326366,0.08766989106199982
1583,Tennessee,pcr covid test,0.520502239902781,0.5598658988574354
1584,Utah,pcr covid test,0.5516124285325286,0.5469967993655783
1585,Vermont,pcr covid test,0.5943401030104669,0.5005006377812211
1586,Virginia,pcr covid test,0.42364326626761667,0.08525787645014819
1587,Washington,pcr covid test,0.5453057359906368,0.38644519366179636
1588,Wisconsin,pcr covid test,0.5223061106575252,0.41825110917047365
1589,Wyoming,pcr covid test,0.3614434522135474,0.40527599956143817
1590,Minnesota,pcr covid test,0.4275605896083862,0.35794256625926346
1591,Texas,pcr covid test,0.502157204505582,0.16074661071235233
1592,West Virginia,pcr covid test,0.6223105236786104,0.3350298493809541
1593,Rhode Island,pcr covid test,0.41158657047898667,-0.016571913898348802
1594,Oregon,pcr covid test,0.5439584825659275,0.5802684848839874
1595,New York,pcr covid test,0.33555499002866546,-0.11508127856567696
1596,Nevada,pcr covid test,0.3108924659260202,0.20619036680926683
1597,Illinois,pcr covid test,0.44953696471330407,-0.010477718767409855
1598,Florida,pcr covid test,0.4175417143031091,0.1356630480765515
1599,Kentucky,pcr covid test,0.648533675522591,0.3582173519282907
1600,Alabama,pcr test,0.4848874919393256,0.11367439818124536
1601,Alaska,pcr test,0.5264315763591076,0.5175391220729428
1602,Arizona,pcr test,0.5363970525374763,0.2837585229174599
1603,Arkansas,pcr test,0.6199603898555055,0.5164407334477333
1604,California,pcr test,0.48277388033404695,-0.04479894738300567
1605,Colorado,pcr test,0.5755082033441908,0.3669371769225194
1606,Connecticut,pcr test,0.3885598731981962,-0.16049639970047402
1607,Delaware,pcr test,0.45977464589441625,0.12931290656533545
1608,Georgia,pcr test,0.44060131918411644,0.0514075565908557
1609,Hawaii,pcr test,0.6359307850601003,0.32443936363891873
1610,Idaho,pcr test,0.4603093251851147,0.4374070322539405
1611,Indiana,pcr test,0.6086873527796062,0.3585318769696526
1612,Iowa,pcr test,0.5160745402353686,0.16853631906923777
1613,Kansas,pcr test,0.5617004233521472,0.17627466769256445
1614,Louisiana,pcr test,0.4732939000848111,0.01732714125294435
1615,Maine,pcr test,0.7830099238879443,0.6686614766858203
1616,Montana,pcr test,0.216912582580879,0.35440110513832074
1617,Nebraska,pcr test,0.3783574785365197,0.22046496984619154
1618,New Hampshire,pcr test,0.7431031066550987,0.4518194115720332
1619,New Jersey,pcr test,0.49967042114342003,-0.16824575685243037
1620,New Mexico,pcr test,0.4928252388657447,0.38067039884445353
1621,Maryland,pcr test,0.3414696894862707,-0.027196788520088548
1622,Massachusetts,pcr test,0.5863752354418853,-0.1273135605238623
1623,Michigan,pcr test,0.699771099747242,0.4335688179810919
1624,North Carolina,pcr test,0.6230802796648889,0.17615696725736163
1625,North Dakota,pcr test,0.41912544039238875,0.06764390342561463
1626,Ohio,pcr test,0.6741843574560786,0.5911292284864978
1627,Oklahoma,pcr test,0.21099669905559523,0.19338262369569753
1628,Mississippi,pcr test,0.6194058563856827,0.08072058750299643
1629,Missouri,pcr test,0.604250009453213,0.35866085899469946
1630,Pennsylvania,pcr test,0.5298935491344332,0.25177557643570675
1631,South Carolina,pcr test,0.49210085357432615,0.15250267560900643
